model,id,name
inventory.brand,963,report
inventory.brand,964,report signature
inventory.brand,965,re-soe
inventory.brand,966,restricted
inventory.brand,967,riato
inventory.brand,968,rider
inventory.brand,969,rieker
inventory.brand,970,rieker-antistress
inventory.brand,971,riverberry
inventory.brand,972,rjs fuzzies
inventory.brand,973,robert cergerie
inventory.brand,974,roces
inventory.brand,975,rock & candy
inventory.brand,976,rocket dog
inventory.brand,977,rocket dog brands llc
inventory.brand,978,rockport
inventory.brand,979,rocsoc
inventory.brand,980,romantic soes
inventory.brand,981,roper
inventory.brand,982,ros hommerson
inventory.brand,983,rose petas by waking crades
inventory.brand,984,route 66
inventory.brand,985,roxy
inventory.brand,986,roya eastics
inventory.brand,987,rsvp
inventory.brand,988,rubies costumes
inventory.brand,989,rupert sanderson
inventory.brand,990,ryka
inventory.brand,991,s.c.
inventory.brand,992,sfft
inventory.brand,993,saachi
inventory.brand,994,safety gear
inventory.brand,995,saint laurent
inventory.brand,996,savatore ferragamo
inventory.brand,997,sam edeman
inventory.brand,998,sandal king
inventory.brand,999,sanita
inventory.brand,1000,sanita cogs
inventory.brand,1001,sansha
inventory.brand,1002,santoni
inventory.brand,1003,sanuk
inventory.brand,1004,sarto by franco sarto
inventory.brand,1005,saucony
inventory.brand,1006,sbicca
inventory.brand,1007,scarpa
inventory.brand,1008,schutz
inventory.brand,1009,scott
inventory.brand,1010,seavees
inventory.brand,1011,sebago
inventory.brand,1012,sebastian miano
inventory.brand,1013,secureï¿½ï¿½
inventory.brand,1014,see by choe
inventory.brand,1015,servus
inventory.brand,1016,sesame street
inventory.brand,1017,sesto meucci
inventory.brand,1018,seycheels
inventory.brand,1019,shellys london
inventory.brand,1020,sheys london
inventory.brand,1021,shesoe
inventory.brand,1022,shimano
inventory.brand,1023,shoes for crews
inventory.brand,1024,shoes of prey
inventory.brand,1025,shoes of soul
inventory.brand,1026,shoes8teen
inventory.brand,1027,shoevibe
inventory.brand,1028,sidekick
inventory.brand,1029,siver liy
inventory.brand,1030,siverts
inventory.brand,1031,simone rocha
inventory.brand,1032,simpe
inventory.brand,1033,simpicity
inventory.brand,1034,skadoo
inventory.brand,1035,skechers
inventory.brand,1036,skechers usa
inventory.brand,1037,skidders
inventory.brand,1038,slm
inventory.brand,1039,soggers
inventory.brand,1040,soosh
inventory.brand,1041,sm
inventory.brand,1042,sm york
inventory.brand,1043,so for her
inventory.brand,1044,soda
inventory.brand,1045,sofft
inventory.brand,1046,soft science
inventory.brand,1047,soft stye
inventory.brand,1048,soft stye by hush puppies
inventory.brand,1049,soft-fit
inventory.brand,1050,softspots
inventory.brand,1051,softwak
inventory.brand,1052,soe
inventory.brand,1053,soe society
inventory.brand,1054,soesenseabiity
inventory.brand,1055,soudos
inventory.brand,1056,sondoongmart
inventory.brand,1057,sophia webster
inventory.brand,1058,sorel
inventory.brand,1059,sore
inventory.brand,1060,speed limit 98
inventory.brand,1061,speedo
inventory.brand,1062,spenco
inventory.brand,1063,sperry
inventory.brand,1064,sperry top sider
inventory.brand,1065,sperry top-sider
inventory.brand,1066,spira
inventory.brand,1067,spirit moda
inventory.brand,1068,spendid
inventory.brand,1069,sporto
inventory.brand,1070,spring
inventory.brand,1071,spring step
inventory.brand,1072,staheekum
inventory.brand,1073,static fashion
inventory.brand,1074,static footwear
inventory.brand,1075,stee 
inventory.brand,1076,stea mccartney
inventory.brand,1077,stetson
inventory.brand,1078,steve madden
inventory.brand,1079,steven by steve madden
inventory.brand,1080,steven steve madden
inventory.brand,1081,stokton
inventory.brand,1082,storm
inventory.brand,1083,strand import
inventory.brand,1084,stuart weitzman
inventory.brand,1085,studswar
inventory.brand,1086,stye & co
inventory.brand,1087,stye & co.
inventory.brand,1088,sugar
inventory.brand,1089,summit
inventory.brand,1090,summit fashions
inventory.brand,1091,summitfashions
inventory.brand,1092,sunny feet
inventory.brand,1093,sunrolan
inventory.brand,1094,sunvie
inventory.brand,1095,superfit
inventory.brand,1096,superga
inventory.brand,1097,sweet baerina
inventory.brand,1098,t k
inventory.brand,1099,t.s.
inventory.brand,1100,tactica 5.11
inventory.brand,1101,tahari
inventory.brand,1102,tabots
inventory.brand,1103,tamara meon
inventory.brand,1104,tamarac
inventory.brand,1105,tamaris
inventory.brand,1106,taos
inventory.brand,1107,taryn rose
inventory.brand,1108,team fortress
inventory.brand,1109,tecnica
inventory.brand,1110,tecs
inventory.brand,1111,ted baker london
inventory.brand,1112,teic
inventory.brand,1113,tender tootsies
inventory.brand,1114,tenth frame
inventory.brand,1115,tesh
inventory.brand,1116,tesori
inventory.brand,1117,teva
inventory.brand,1118,thaia sodi
inventory.brand,1119,the fexx
inventory.brand,1120,the flexx
inventory.brand,1121,the highest hee
inventory.brand,1122,the north face
inventory.brand,1123,the origina muck boot company
inventory.brand,1124,the petting zoo
inventory.brand,1125,the sak
inventory.brand,1126,the waking crade company
inventory.brand,1127,theatricals dance footwear
inventory.brand,1128,themogan
inventory.brand,1129,thinkgeek
inventory.brand,1130,thirty-one
inventory.brand,1131,thorogood
inventory.brand,1132,tiara
inventory.brand,1133,tidewater
inventory.brand,1134,timberand
inventory.brand,1135,timberand earthkeepers
inventory.brand,1136,timberand pro
inventory.brand,1137,timeess toys
inventory.brand,1138,tkees
inventory.brand,1139,tods
inventory.brand,1140,toe warmers
inventory.brand,1141,toi et moi
inventory.brand,1142,tommy bahama
inventory.brand,1143,tommy hifiger
inventory.brand,1144,toms
inventory.brand,1145,toms shoes
inventory.brand,1146,tony lama
inventory.brand,1147,tony lama boot co.
inventory.brand,1148,top moda
inventory.brand,1149,topshop
inventory.brand,1150,toptie
inventory.brand,1151,tory burch
inventory.brand,1152,totes
inventory.brand,1153,totes isotoner
inventory.brand,1154,touch ups
inventory.brand,1155,touch ups by benjamin wak
inventory.brand,1156,touchstone
inventory.brand,1157,townforst
inventory.brand,1158,transpack
inventory.brand,1159,trask
inventory.brand,1160,tred mates
inventory.brand,1161,tredsafe
inventory.brand,1162,tretorn
inventory.brand,1163,trina turk
inventory.brand,1164,troentorp bastad cogs
inventory.brand,1165,tropica escape
inventory.brand,1166,trotter
inventory.brand,1167,trotters
inventory.brand,1168,true inkswear
inventory.brand,1169,tsubo
inventory.brand,1170,tundra
inventory.brand,1171,twisted
inventory.brand,1172,twisted x
inventory.brand,1173,two lips
inventory.brand,1174,two lips brand
inventory.brand,1175,u.s. poo assn.
inventory.brand,1176,u.s.a.
inventory.brand,1177,u-beauty
inventory.brand,1178,ugg
inventory.brand,1179,ugg austraia
inventory.brand,1180,unbranded
inventory.brand,1181,unbrandedgeneric
inventory.brand,1182,under armour
inventory.brand,1183,unionbay
inventory.brand,1184,unique bargains
inventory.brand,1185,uniques shop
inventory.brand,1186,unisa
inventory.brand,1187,united nude
inventory.brand,1188,universa direct brands
inventory.brand,1189,unisted
inventory.brand,1190,unisted kenneth coe
inventory.brand,1191,usa dawgs
inventory.brand,1192,vaentino
inventory.brand,1193,vaentino noir
inventory.brand,1194,value brand
inventory.brand,1195,vanei
inventory.brand,1196,vaneli
inventory.brand,1197,vans
inventory.brand,1198,vasque
inventory.brand,1199,vc signature
inventory.brand,1200,venettini
inventory.brand,1201,very fine
inventory.brand,1202,very fine dance shoes
inventory.brand,1203,very voatie
inventory.brand,1204,vestiture
inventory.brand,1205,via y
inventory.brand,1206,via spiga
inventory.brand,1207,vibram
inventory.brand,1208,vicenzo leather
inventory.brand,1209,victoria
inventory.brand,1210,victoria k.
inventory.brand,1211,viking
inventory.brand,1212,vince
inventory.brand,1213,vince camuto
inventory.brand,1214,vionic
inventory.brand,1215,vionic by orthahee
inventory.brand,1216,vionic with orthahee technoogy
inventory.brand,1217,vision street wear
inventory.brand,1218,vivienne westwood
inventory.brand,1219,vivobarefoot
inventory.brand,1220,voatie
inventory.brand,1221,vocom
inventory.brand,1222,voey
inventory.brand,1223,vybe
inventory.brand,1224,waking crades
inventory.brand,1225,walterdrake
inventory.brand,1226,wanderust
inventory.brand,1227,wanted
inventory.brand,1228,wear ever
inventory.brand,1229,western chief
inventory.brand,1230,whats what by aerosoes
inventory.brand,1231,mountain
inventory.brand,1232,wid diva
inventory.brand,1233,wid diva lounge
inventory.brand,1234,wid pair
inventory.brand,1235,wiowbee
inventory.brand,1236,wishpets
inventory.brand,1237,woky
inventory.brand,1238,woverine
inventory.brand,1239,wonder cothing
inventory.brand,1240,woorich
inventory.brand,1241,xoxo
inventory.brand,1242,xtratuf
inventory.brand,1243,yeow box
inventory.brand,1244,yiedongreen
inventory.brand,1245,yoki
inventory.brand,1246,yosi samra
inventory.brand,1247,yuu
inventory.brand,1248,yves saint laurent
inventory.brand,1249,zee aexis
inventory.brand,1250,zee line
inventory.brand,1251,zigi soho
inventory.brand,1252,zoot
inventory.brand,1253,zumba
